Date,AVGO,NOW,TSLA,AMZN,IRDM,BR,PYACX,SIGAX,gold,palladium,S&P 500
2019-06-11,283.48,266.29,217.1,1863.7,22.88,131.05,11.29,12.48,1353.0,1389.4,2885.72
2019-06-12,279.73,267.88,209.26,1855.32,22.84,131.46,11.29,12.48,1358.2,1405.2,2879.84
2019-06-13,281.61,273.79,213.91,1870.3,23.36,131.15,11.32,12.51,1364.9,1441.3,2891.64
2019-06-14,265.93,272.25,214.92,1869.67,22.95,130.15,11.31,12.5,1365.5,1461.85,2886.98
2019-06-17,265.97,274.56,225.03,1886.03,23.24,129.7,11.32,12.51,1363.6,1450.25,2889.67
2019-06-18,278.05,282.64,224.74,1901.37,23.78,130.04,11.36,12.56,1371.4,1475.05,2917.75
2019-06-19,277.49,285.51,226.43,1908.79,24.1,130.56,11.39,12.6,1369.4,1496.8,2926.46
2019-06-20,279.05,288.8,219.62,1918.19,23.61,130.55,11.43,12.66,1416.8,1480.65,2954.18
2019-06-21,273.99,285.74,221.86,1911.3,23.3,128.72,11.41,12.64,1419.9,1494.85,2950.46
2019-06-24,279.2,282.5,223.64,1913.9,23.29,128.44,11.46,12.69,1438.1,1533.9,2945.35
2019-06-25,276.51,275.36,219.76,1878.27,22.04,128.06,11.47,12.69,1438.5,1515.65,2917.38
2019-06-26,281.44,275.34,219.27,1897.83,21.42,127.33,11.44,12.65,1435.3,1517.3,2913.78
2019-06-27,285.71,278.51,222.84,1904.28,22.33,128.7,11.45,12.7,1432.1,1554.3,2924.92
2019-06-28,287.86,274.57,223.46,1893.63,23.26,127.68,11.47,12.72,1434.0,1527.2,2941.76
2019-07-01,300.35,283.51,227.17,1922.19,23.42,129.37,11.45,12.73,1410.1,1539.25,2964.33
2019-07-02,295.33,288.31,224.55,1934.31,23.82,131.09,11.5,12.77,1429.3,1557.8,2973.01
2019-07-03,284.89,293.15,234.9,1939.0,23.4,131.85,11.52,12.79,1442.2,1563.35,2995.82
2019-07-05,282.66,294.53,233.1,1942.91,24.19,132.45,11.46,12.73,1422.2,1564.7,2990.41
2019-07-08,274.96,293.0,230.34,1952.32,24.02,131.22,11.47,12.73,1422.7,1553.0,2975.95
2019-07-09,275.53,298.02,230.06,1988.3,24.58,131.06,11.45,12.7,1423.3,1542.45,2979.63
2019-07-10,274.5,298.75,238.92,2017.41,24.71,131.16,11.44,12.7,1435.6,1587.6,2993.07
2019-07-11,276.06,302.31,238.6,2001.07,24.42,132.19,11.4,12.66,1430.4,1555.55,2999.91
2019-07-12,285.39,301.13,245.08,2011.0,24.46,132.37,11.41,12.67,1435.9,1541.05,3013.77
2019-07-15,288.34,301.1,253.5,2020.99,24.11,132.59,11.43,12.68,1437.1,1564.1,3014.3
2019-07-16,284.13,295.5,252.38,2009.9,24.06,132.25,11.41,12.66,1434.7,1520.55,3004.04
2019-07-17,285.08,296.56,254.86,1992.03,23.95,133.2,11.45,12.69,1447.1,1532.4,2984.42
2019-07-18,289.78,294.68,253.54,1977.9,23.88,134.87,11.46,12.7,1451.9,1520.85,2995.11
2019-07-19,290.0,289.74,258.18,1964.52,23.72,133.12,11.46,12.71,1450.3,1502.95,2976.61
2019-07-22,296.15,293.81,255.68,1985.63,24.15,132.64,11.47,12.72,1450.7,1521.25,2985.03
2019-07-23,300.78,291.01,260.17,1994.49,26.16,134.17,11.46,12.72,1445.5,1522.3,3005.47
2019-07-24,303.77,297.21,264.88,2000.81,25.25,134.16,11.48,12.75,1447.6,1540.85,3019.56
2019-07-25,300.39,285.73,228.82,1973.82,25.33,134.62,11.47,12.73,1438.6,1529.95,3003.67
2019-07-26,300.92,289.33,228.04,1943.05,26.0,134.4,11.48,12.74,1443.5,1530.35,3025.86
2019-07-29,301.74,285.84,235.77,1912.45,26.84,133.73,11.5,12.75,1444.5,1554.2,3020.97
2019-07-30,299.56,281.0,242.26,1898.53,25.99,131.24,11.46,12.73,1453.0,1520.0,3013.18
2019-07-31,289.99,277.39,241.61,1866.78,25.44,127.12,11.49,12.76,1449.0,1519.3,2980.38
2019-08-01,285.34,274.0,233.85,1855.32,24.9,128.47,11.57,12.83,1443.7,1432.8,2953.56
2019-08-02,278.53,265.86,234.34,1823.24,24.14,127.73,11.59,12.83,1468.4,1403.9,2932.05
2019-08-05,267.66,256.81,228.32,1765.13,22.17,121.08,11.64,12.85,1486.9,1420.7,2844.74
2019-08-06,266.44,261.71,230.75,1787.83,22.68,123.03,11.64,12.85,1494.7,1429.0,2881.77
2019-08-07,270.05,260.69,233.42,1793.4,23.02,123.6,11.67,12.88,1530.1,1416.0,2883.98
2019-08-08,270.98,267.11,238.3,1832.89,23.46,126.23,11.65,12.88,1520.2,1415.4,2938.09
2019-08-09,275.73,263.82,235.01,1807.58,23.09,125.75,11.65,12.86,1519.4,1414.6,2918.65
2019-08-12,275.64,258.56,229.01,1784.92,22.33,124.48,11.72,12.87,1528.1,1424.6,2883.75
2019-08-13,283.7,262.19,235.0,1824.34,23.09,126.75,11.69,12.82,1525.2,1449.4,2926.32
2019-08-14,271.56,252.31,219.62,1762.96,21.52,125.58,11.75,12.85,1538.8,1419.8,2840.6
2019-08-15,268.64,252.29,215.64,1776.12,21.61,126.67,11.79,12.88,1542.1,1439.75,2847.6
2019-08-16,273.78,256.91,219.94,1792.57,22.33,128.22,11.78,12.88,1534.3,1441.2,2888.68
2019-08-19,278.78,255.51,226.83,1816.12,23.03,128.25,11.73,12.85,1522.3,1473.7,2923.65
2019-08-20,280.37,255.28,225.86,1801.38,23.11,128.18,11.78,12.89,1526.4,1480.6,2900.51
2019-08-21,287.5,265.78,220.83,1823.54,23.44,131.27,11.78,12.9,1526.4,1463.05,2924.43
2019-08-22,287.62,264.64,222.15,1805.6,23.5,130.19,11.76,12.89,1519.3,1482.0,2922.95
2019-08-23,272.13,263.07,211.4,1749.62,22.75,127.46,11.82,12.94,1548.4,1452.9,2847.11
2019-08-26,277.22,266.57,215.0,1768.87,23.71,128.33,11.81,12.93,1548.1,1472.3,2878.38
2019-08-27,275.57,266.21,214.08,1761.83,23.15,129.45,11.87,12.96,1563.1,1477.3,2869.16
2019-08-28,276.06,260.32,215.59,1764.25,23.78,128.58,11.88,12.97,1560.4,1465.9,2887.94
2019-08-29,283.37,264.79,221.71,1786.4,24.51,130.33,11.81,12.93,1548.2,1471.65,2924.58
2019-08-30,282.64,261.84,225.61,1776.29,24.18,129.44,11.82,12.93,1541.0,1530.0,2926.46
2019-09-03,274.05,263.38,225.01,1789.84,23.02,128.35,11.85,12.95,1567.5,1541.2,2906.27
2019-09-04,283.02,268.52,220.68,1800.62,23.99,129.78,11.85,12.97,1571.8,1552.95,2937.78
2019-09-05,291.02,269.62,229.58,1840.72,24.99,131.51,11.77,12.9,1536.8,1555.6,2976.0
2019-09-06,291.91,263.5,227.45,1833.51,24.93,130.29,11.79,12.93,1527.0,1535.5,2978.71
2019-09-09,292.61,254.68,231.79,1831.35,24.29,129.17,11.74,12.87,1522.9,1538.75,2978.43
2019-09-10,294.44,253.18,235.54,1820.55,25.04,125.0,11.67,12.8,1511.1,1552.6,2979.39
2019-09-11,298.01,253.67,247.1,1822.99,26.63,124.65,11.65,12.78,1515.1,1568.95,3000.93
2019-09-12,300.58,256.81,245.87,1843.55,26.82,124.3,11.61,12.77,1519.4,1609.95,3009.57
2019-09-13,290.32,251.96,245.2,1839.34,26.54,124.02,11.52,12.68,1511.7,1602.95,3007.39
2019-09-16,288.66,261.15,242.81,1807.84,25.22,124.86,11.58,12.73,1523.6,1601.5,2997.96
2019-09-17,288.83,264.05,244.79,1822.55,23.81,127.18,11.6,12.75,1525.4,1587.3,3005.7
2019-09-18,287.74,265.85,243.49,1817.46,23.16,126.34,11.63,12.77,1527.8,1577.6,3006.73
2019-09-19,290.64,268.74,246.6,1821.5,22.58,126.87,11.65,12.79,1518.1,1612.85,3006.79
2019-09-20,284.26,271.17,240.62,1794.16,22.21,126.71,11.68,12.81,1527.0,1619.6,2992.07
2019-09-23,285.46,267.0,241.23,1785.3,22.17,125.43,11.72,12.85,1543.6,1633.4,2991.78
2019-09-24,282.31,257.5,223.21,1741.61,21.43,125.46,11.76,12.89,1552.1,1646.5,2966.6
2019-09-25,275.77,259.38,228.7,1768.33,22.1,126.62,11.68,12.79,1524.1,1615.6,2984.87
2019-09-26,276.91,257.99,242.56,1739.84,22.1,126.65,11.72,12.83,1527.2,1638.3,2977.62
2019-09-27,274.14,250.26,242.13,1725.45,21.54,123.88,11.7,12.84,1518.6,1652.9,2961.79
2019-09-30,276.07,253.85,240.87,1735.91,21.28,124.43,11.7,12.84,1485.1,1647.55,2976.74
2019-10-01,274.85,250.13,244.69,1735.65,21.35,124.9,11.72,12.86,1500.9,1632.1,2940.25
2019-10-02,270.07,246.85,243.13,1713.23,20.69,121.63,11.73,12.86,1519.9,1662.9,2887.61
2019-10-03,274.43,257.37,233.03,1724.42,20.62,121.67,11.77,12.91,1525.8,1628.8,2910.63
2019-10-04,281.43,266.48,231.43,1739.65,20.53,123.0,11.79,12.94,1525.0,1640.8,2952.01
2019-10-07,276.08,268.15,237.72,1732.66,20.47,121.79,11.77,12.91,1516.5,1638.9,2938.79
2019-10-08,270.33,258.13,240.05,1705.51,20.46,119.57,11.77,12.91,1516.0,1652.1,2893.06
2019-10-09,273.15,262.02,244.53,1721.99,21.98,120.84,11.74,12.87,1524.9,1652.0,2919.4
2019-10-10,274.45,263.18,244.74,1720.26,22.41,122.54,11.68,12.83,1513.0,1672.05,2938.13
2019-10-11,280.91,270.33,247.89,1731.92,22.9,124.34,11.64,12.79,1500.6,1673.0,2970.27
2019-10-14,281.66,269.44,256.96,1736.43,22.91,123.6,11.67,12.81,1509.6,1676.8,2966.15
2019-10-15,290.32,274.24,257.89,1767.38,23.75,125.24,11.65,12.79,1495.4,1698.0,2995.68
2019-10-16,288.48,254.6,259.75,1777.43,23.77,125.23,11.67,12.81,1505.9,1738.65,2989.69
2019-10-17,289.43,254.31,261.97,1787.48,24.2,125.38,11.67,12.81,1510.4,1729.2,2997.95
2019-10-18,286.73,243.0,256.95,1757.51,24.26,122.98,11.68,12.82,1505.9,1726.9,2986.2
2019-10-21,289.57,240.9,253.5,1785.66,24.23,123.65,11.66,12.8,1500.0,1732.3,3006.72
2019-10-22,287.46,228.34,255.58,1765.73,24.02,121.67,11.69,12.83,1499.5,1723.85,2995.99
2019-10-23,280.32,220.01,254.68,1762.17,24.12,123.1,11.69,12.82,1507.7,1716.9,3004.52
2019-10-24,282.31,237.78,299.68,1780.78,24.31,124.78,11.69,12.83,1516.8,1748.95,3010.29
2019-10-25,289.82,241.22,328.13,1761.33,24.5,123.55,11.67,12.81,1517.5,1741.25,3022.55
2019-10-28,291.55,244.7,327.71,1777.08,25.07,124.75,11.65,12.78,1508.0,1772.9,3039.42
2019-10-29,288.16,241.04,316.22,1762.71,25.58,124.6,11.66,12.79,1502.7,1753.0,3036.89
2019-10-30,290.24,249.95,315.01,1779.99,25.17,124.86,11.66,12.81,1508.9,1792.2,3046.77
2019-10-31,292.85,247.26,314.92,1776.66,24.47,125.22,11.73,12.88,1526.9,1771.25,3037.56
2019-11-01,296.59,253.03,313.31,1791.44,24.66,125.81,11.72,12.86,1523.7,1780.85,3066.91
2019-11-04,305.0,245.8,317.47,1804.66,25.39,123.47,11.68,12.83,1523.6,1757.0,3078.27
2019-11-05,314.04,241.86,317.22,1801.71,25.22,123.4,11.63,12.79,1496.0,1747.5,3074.62
2019-11-06,313.16,241.35,326.58,1795.77,24.98,116.84,11.67,12.83,1505.6,1763.15,3076.78
2019-11-07,311.74,240.89,335.54,1788.2,24.55,120.48,11.6,12.76,1478.6,1771.55,3085.18
2019-11-08,313.41,248.45,337.14,1785.88,24.68,119.58,11.59,12.75,1475.1,1712.4,3093.08
2019-11-11,312.75,248.55,345.09,1771.65,24.61,118.62,11.6,12.76,1469.4,1657.4,3087.01
2019-11-12,315.53,252.53,349.93,1778.0,24.37,118.23,11.62,12.76,1465.9,1668.9,3091.84
2019-11-13,313.67,253.94,346.11,1753.11,24.14,118.87,11.64,12.79,1475.5,1675.35,3094.04
2019-11-14,308.97,253.85,349.35,1754.6,24.01,119.37,11.68,12.83,1485.6,1701.65,3096.63
2019-11-15,312.91,259.96,352.17,1739.49,24.32,119.8,11.67,12.81,1480.8,1674.3,3120.46
2019-11-18,311.07,266.31,349.99,1752.53,25.2,120.59,11.69,12.82,1484.3,1699.0,3122.03
2019-11-19,317.7,277.74,359.52,1752.79,26.05,122.05,11.71,12.84,1486.7,1724.85,3120.18
2019-11-20,311.67,283.0,352.22,1745.53,25.8,122.44,11.74,12.86,1486.5,1736.95,3108.46
2019-11-21,315.25,279.12,354.83,1734.71,25.21,121.35,11.71,12.83,1476.1,1732.7,3103.54
2019-11-22,314.92,279.98,333.04,1745.72,24.77,121.2,11.72,12.84,1476.2,1744.8,3110.29
2019-11-25,319.62,279.75,336.34,1773.84,24.29,121.47,11.74,12.87,1469.5,1769.65,3133.64
2019-11-26,316.27,278.86,328.92,1796.94,23.87,123.39,11.77,12.9,1472.7,1783.1,3140.52
2019-11-27,318.44,281.28,331.29,1818.51,23.47,123.1,11.73,12.89,1466.0,1805.55,3153.63
2019-11-29,316.21,283.04,329.94,1800.8,23.3,123.71,11.73,12.88,1478.1,1813.15,3140.98
2019-12-02,310.72,277.35,334.87,1781.6,23.32,122.21,11.67,12.83,1474.6,1824.4,3113.87
2019-12-03,306.52,279.01,336.2,1769.96,23.82,121.46,11.76,12.91,1489.9,1828.1,3093.2
2019-12-04,309.72,273.8,333.03,1760.69,23.88,121.76,11.72,12.87,1485.6,1844.35,3112.76
2019-12-05,311.19,273.13,330.37,1740.48,23.71,121.86,11.72,12.88,1488.6,1843.55,3117.43
2019-12-06,316.05,272.04,335.89,1751.6,23.61,123.01,11.7,12.83,1470.7,1852.1,3145.91
2019-12-09,314.38,269.7,339.53,1749.51,23.56,121.19,11.72,12.86,1470.5,1854.3,3135.96
2019-12-10,315.06,266.78,348.84,1739.21,23.53,121.4,11.73,12.86,1473.7,1867.0,3132.52
2019-12-11,319.72,267.3,352.7,1748.72,23.64,119.42,11.77,12.9,1480.6,1887.85,3141.63
2019-12-12,327.8,265.65,359.68,1760.33,23.75,119.55,11.7,12.83,1477.9,1930.4,3168.57
2019-12-13,315.42,272.98,358.39,1760.94,23.84,119.72,11.77,12.91,1486.9,1908.1,3168.8
2019-12-16,323.13,281.79,381.5,1769.21,24.14,120.88,11.73,12.87,1486.1,1956.1,3191.45
2019-12-17,323.8,276.14,378.99,1790.66,23.91,122.47,11.74,12.88,1486.4,1910.85,3192.52
2019-12-18,327.44,277.45,393.15,1784.03,24.14,123.71,11.73,12.87,1484.4,1895.1,3191.14
2019-12-19,324.1,278.48,404.04,1792.28,24.49,122.54,11.75,12.89,1490.0,1908.5,3205.37
2019-12-20,319.0,282.63,405.59,1786.5,24.76,123.61,11.75,12.88,1486.6,1822.3,3221.22
2019-12-23,319.53,283.31,419.22,1793.0,25.32,122.86,11.73,12.87,1494.4,1835.45,3224.01
2019-12-24,320.5,284.2,425.25,1789.21,25.35,123.06,11.75,12.89,1510.6,1849.1,3223.38
2019-12-26,317.98,286.2,430.94,1868.77,25.34,122.62,11.75,12.9,1520.3,1869.45,3239.91
2019-12-27,316.53,286.88,430.38,1869.8,25.13,123.21,11.78,12.93,1524.1,1875.1,3240.02
2019-12-30,313.46,282.81,414.7,1846.89,25.03,122.79,11.74,12.92,1524.6,1878.7,3221.29
2019-12-31,316.02,282.32,418.33,1847.84,24.64,123.54,11.72,12.9,1529.3,1912.1,3230.78
2020-01-02,322.39,291.24,430.26,1898.01,24.84,123.78,11.75,12.93,1534.3,1931.3,3257.85
2020-01-03,314.19,291.1,443.01,1874.97,24.89,123.88,11.81,12.98,1558.7,1957.4,3234.85
2020-01-06,313.72,292.87,451.54,1902.88,25.04,125.0,11.78,12.95,1575.1,1997.6,3246.28
2020-01-07,312.64,292.91,469.06,1906.86,24.59,124.56,11.77,12.94,1580.5,2012.55,3237.18
2020-01-08,308.74,295.65,492.14,1891.97,24.5,125.36,11.73,12.9,1566.5,2065.05,3253.05
2020-01-09,306.26,299.31,481.34,1901.05,24.86,128.1,11.76,12.94,1560.6,2077.85,3274.7
2020-01-10,299.22,298.88,478.15,1883.16,24.85,127.59,11.8,12.98,1566.4,2073.6,3265.35
2020-01-13,301.18,303.85,524.86,1891.3,25.49,128.49,11.79,12.96,1557.0,2085.95,3288.13
