Date,AVGO,NOW,TSLA,AMZN,IRDM,BR,PYACX,SIGAX,gold,palladium,S&P 500
2018-06-04,258.37,183.5,296.74,1665.27,15.95,117.86,10.84,12.01,1349.4,994.3,2746.87
2018-06-05,259.26,186.09,291.13,1696.35,16.85,117.79,10.85,12.02,1354.1,985.7,2748.8
2018-06-06,263.52,186.42,319.5,1695.75,15.4,119.63,10.8,11.97,1353.5,1015.2,2772.35
2018-06-07,264.68,177.45,316.09,1689.3,15.75,118.77,10.83,12.0,1354.4,1009.6,2770.37
2018-06-08,257.97,178.19,317.66,1683.99,15.85,119.4,10.83,11.98,1354.4,1005.7,2779.03
2018-06-11,260.83,180.08,332.1,1689.12,15.8,117.32,10.82,11.97,1355.5,1016.5,2782.0
2018-06-12,261.43,181.84,342.77,1698.75,16.5,116.23,10.83,11.97,1351.8,1015.3,2786.85
2018-06-13,263.58,181.23,344.78,1704.86,17.3,115.74,10.82,11.96,1353.5,1007.2,2775.63
2018-06-14,268.46,185.34,357.72,1723.86,17.85,114.89,10.84,11.98,1360.6,1006.6,2782.49
2018-06-15,270.23,186.35,358.17,1715.97,17.18,114.38,10.85,11.98,1329.3,981.8,2779.66
2018-06-18,264.5,186.41,370.83,1723.79,17.05,116.46,10.84,11.96,1331.1,982.9,2773.75
2018-06-19,260.95,183.61,352.55,1734.78,17.0,116.16,10.84,11.95,1329.2,960.3,2762.59
2018-06-20,261.22,184.76,362.22,1750.08,16.65,116.91,10.82,11.93,1325.3,957.2,2767.32
2018-06-21,259.65,180.27,347.51,1730.22,16.35,116.79,10.81,11.91,1321.0,945.6,2749.76
2018-06-22,259.71,176.7,333.63,1715.67,16.35,116.48,10.8,11.91,1321.3,946.4,2754.88
2018-06-25,252.42,171.39,333.01,1663.15,16.25,114.46,10.81,11.91,1319.2,935.4,2717.07
2018-06-26,251.54,170.85,342.0,1691.09,16.45,114.97,10.81,11.91,1309.6,954.7,2723.06
2018-06-27,247.11,167.97,344.5,1660.51,16.1,113.21,10.85,11.94,1305.7,943.9,2699.63
2018-06-28,244.9,172.41,349.93,1701.45,16.05,114.53,10.79,11.91,1300.2,930.9,2716.31
2018-06-29,242.64,172.47,342.95,1699.8,16.1,115.1,10.8,11.92,1303.9,950.9,2718.37
2018-07-02,242.05,177.6,335.07,1713.78,16.2,115.91,10.79,11.91,1289.9,934.4,2726.71
2018-07-03,239.29,177.19,310.86,1693.96,16.75,116.21,10.82,11.94,1302.4,938.0,2713.22
2018-07-05,245.4,179.43,309.16,1699.73,17.45,115.9,10.84,11.96,1307.6,942.7,2736.61
2018-07-06,247.68,182.16,308.9,1710.63,17.1,116.59,10.85,11.98,1304.8,947.6,2759.82
2018-07-09,247.43,184.85,318.51,1739.02,17.4,117.34,10.85,11.99,1309.0,954.7,2784.17
2018-07-10,250.56,185.6,322.47,1743.07,17.4,117.3,10.85,12.0,1305.1,937.6,2793.84
2018-07-11,243.44,187.18,318.96,1755.0,17.6,117.5,10.87,12.01,1293.3,937.0,2774.02
2018-07-12,209.98,194.66,316.71,1796.62,18.25,119.4,10.88,12.03,1295.4,948.8,2798.29
2018-07-13,202.46,191.06,318.87,1813.03,18.35,117.97,10.9,12.05,1289.7,932.8,2801.31
2018-07-16,203.25,189.08,310.1,1822.49,18.1,117.72,10.89,12.04,1288.2,913.5,2798.43
2018-07-17,208.31,191.2,322.69,1843.93,18.2,118.26,10.88,12.03,1275.3,909.2,2809.55
2018-07-18,208.78,192.01,323.85,1842.92,17.9,118.17,10.88,12.02,1275.7,901.8,2815.62
2018-07-19,210.37,190.04,320.23,1812.97,18.25,118.69,10.9,12.03,1271.1,866.2,2804.49
2018-07-20,210.33,191.08,313.58,1813.7,18.25,118.5,10.86,12.0,1277.5,888.9,2801.83
2018-07-23,216.72,190.5,303.2,1802.0,18.05,118.9,10.83,11.96,1271.4,902.6,2806.98
2018-07-24,217.34,184.91,297.43,1829.24,17.95,118.15,10.86,12.0,1271.5,908.6,2820.4
2018-07-25,225.97,183.86,308.74,1863.61,17.85,119.96,10.88,12.02,1277.4,928.3,2846.07
2018-07-26,223.18,192.32,306.65,1808.0,18.15,119.38,10.87,12.03,1271.8,933.6,2837.44
2018-07-27,221.05,183.95,297.18,1817.27,17.95,117.32,10.89,12.05,1269.3,918.5,2818.82
2018-07-30,225.19,178.81,290.17,1779.22,17.7,113.1,10.85,12.04,1268.0,922.5,2802.6
2018-07-31,221.77,175.96,298.14,1777.44,17.3,112.98,10.87,12.06,1270.1,931.9,2816.29
2018-08-01,216.8,177.94,300.84,1797.17,18.35,112.56,10.85,12.02,1264.3,911.9,2813.36
2018-08-02,216.35,182.84,349.54,1834.33,18.65,114.51,10.87,12.03,1256.5,915.5,2827.22
2018-08-03,217.81,180.88,348.17,1823.29,18.95,114.99,10.89,12.05,1259.7,907.9,2840.35
2018-08-06,216.95,184.66,341.99,1847.75,19.75,116.2,10.91,12.07,1254.1,903.6,2850.4
2018-08-07,220.31,185.74,379.57,1862.48,20.15,129.17,10.89,12.04,1254.7,902.9,2858.45
2018-08-08,219.46,186.13,370.34,1886.52,20.05,129.45,10.89,12.02,1257.3,886.4,2857.7
2018-08-09,216.58,188.34,352.45,1898.52,20.35,129.73,10.9,12.02,1256.3,898.4,2853.58
2018-08-10,212.23,187.47,355.49,1886.3,19.85,129.37,10.94,12.03,1255.1,901.1,2833.28
2018-08-13,211.08,185.02,356.41,1896.2,19.5,129.02,10.91,11.99,1234.6,880.9,2821.93
2018-08-14,207.3,184.49,347.64,1919.65,20.25,130.1,10.91,11.99,1236.4,890.0,2839.96
2018-08-15,206.58,182.73,338.69,1882.62,19.75,129.86,10.93,12.01,1220.2,837.2,2818.37
2018-08-16,208.69,182.03,335.45,1886.52,20.0,132.31,10.93,12.02,1219.2,874.8,2840.69
2018-08-17,209.27,180.83,305.5,1882.22,20.35,133.23,10.93,12.02,1219.3,877.8,2850.13
2018-08-20,206.72,181.36,308.44,1876.71,20.7,133.32,10.97,12.06,1229.6,898.7,2857.05
2018-08-21,210.51,182.1,321.9,1883.42,20.85,132.85,10.96,12.05,1234.9,910.0,2862.96
2018-08-22,207.54,182.41,321.64,1904.9,20.7,132.72,10.97,12.05,1238.2,918.2,2861.82
2018-08-23,205.59,184.85,320.1,1902.9,20.7,133.22,10.97,12.05,1228.4,911.2,2856.98
2018-08-24,209.0,193.56,322.82,1905.39,20.85,134.33,10.97,12.04,1248.2,928.6,2874.69
2018-08-27,212.97,193.25,319.27,1927.68,19.55,133.87,10.96,12.03,1251.2,941.9,2896.74
2018-08-28,214.43,194.26,311.86,1932.82,19.6,133.11,10.94,12.01,1249.6,939.4,2897.52
2018-08-29,214.99,200.23,305.01,1998.1,19.75,135.35,10.94,12.01,1246.5,958.5,2914.04
2018-08-30,216.65,198.45,303.15,2002.38,20.3,134.65,10.92,12.0,1239.5,963.7,2901.13
2018-08-31,219.03,196.36,301.66,2012.71,20.25,135.14,10.92,11.99,1241.1,980.3,2901.52
2018-09-04,219.43,200.26,288.95,2039.51,21.0,136.62,10.88,11.94,1233.6,977.9,2896.72
2018-09-06,215.97,193.18,280.95,1958.31,21.05,136.98,10.9,11.97,1239.1,961.0,2878.05
2018-09-07,232.58,196.98,263.24,1952.07,21.45,136.2,10.86,11.93,1235.5,965.8,2871.68
2018-09-10,240.61,199.01,285.5,1939.01,20.1,136.83,10.87,11.95,1235.0,983.6,2877.13
2018-09-11,232.55,199.5,279.44,1987.15,20.2,136.71,10.85,11.93,1237.6,980.9,2887.89
2018-09-12,229.89,202.77,290.54,1990.0,20.35,136.82,10.87,11.96,1246.6,993.3,2888.92
2018-09-13,235.42,204.58,289.46,1989.87,20.25,136.86,10.88,11.97,1243.8,997.0,2904.18
2018-09-14,236.34,202.97,295.2,1970.19,20.2,137.72,10.87,11.96,1236.6,998.8,2904.98
2018-09-17,234.83,192.82,294.84,1908.03,20.05,134.79,10.87,11.97,1241.2,1005.3,2888.8
2018-09-18,239.73,191.88,284.96,1941.05,20.25,135.35,10.83,11.93,1238.3,1027.4,2904.31
2018-09-19,241.79,186.0,299.02,1926.42,20.15,132.66,10.81,11.91,1244.1,1053.4,2907.95
2018-09-20,244.93,187.35,298.33,1944.3,20.25,132.99,10.83,11.95,1247.0,1066.8,2930.75
2018-09-21,248.1,189.69,299.1,1915.01,20.05,132.65,10.83,11.96,1236.9,1043.1,2929.67
2018-09-24,249.45,193.12,299.68,1934.36,20.1,133.46,10.83,11.95,1240.0,1051.4,2919.37
2018-09-25,247.65,197.61,300.99,1974.55,21.1,134.15,10.82,11.93,1240.8,1073.3,2915.56
2018-09-26,245.43,195.71,309.58,1974.85,20.45,132.29,10.85,11.96,1234.4,1058.8,2905.97
2018-09-27,246.45,195.08,307.52,2012.98,21.75,131.24,10.83,11.97,1222.4,1073.5,2914.0
2018-09-28,246.73,195.63,264.77,2003.0,22.5,131.95,10.83,11.96,1231.3,1064.6,2913.98
2018-10-01,249.51,194.61,310.7,2004.36,22.58,130.07,10.82,11.95,1227.0,1048.4,2924.59
2018-10-02,248.1,192.9,301.02,1971.31,22.44,129.58,10.84,11.96,1242.7,1047.0,2923.43
2018-10-03,249.42,196.2,294.8,1952.76,22.45,129.72,10.78,11.9,1238.7,1048.9,2925.51
2018-10-04,248.17,187.44,281.83,1909.42,22.07,127.57,10.74,11.85,1237.5,1048.0,2901.61
2018-10-05,244.23,186.6,261.95,1889.65,20.77,126.9,10.71,11.82,1242.2,1063.5,2885.57
2018-10-08,241.37,180.26,250.56,1864.42,19.9,125.16,10.71,11.82,1224.9,1069.0,2884.43
2018-10-09,244.7,181.41,262.8,1870.32,20.46,125.59,10.73,11.83,1227.8,1064.8,2880.34
2018-10-10,231.83,172.14,256.88,1755.25,19.57,118.85,10.71,11.81,1229.4,1060.7,2785.68
2018-10-11,228.9,174.97,252.23,1719.36,18.9,115.73,10.75,11.84,1264.0,1071.0,2728.37
2018-10-12,232.95,184.45,258.78,1788.61,19.26,117.35,10.75,11.84,1258.1,1060.8,2767.13
2018-10-15,232.47,180.91,259.59,1760.95,19.32,115.75,10.73,11.83,1266.9,1077.6,2750.79
2018-10-16,238.32,192.72,276.59,1819.96,19.71,118.65,10.74,11.84,1267.3,1072.8,2809.92
2018-10-17,237.17,190.26,271.78,1831.73,19.85,118.81,10.72,11.81,1263.4,1064.9,2809.21
2018-10-18,228.02,185.18,263.91,1770.72,19.98,118.59,10.72,11.8,1266.6,1062.5,2768.78
2018-10-19,228.28,177.15,260.0,1764.03,19.6,116.96,10.7,11.77,1265.3,1072.0,2767.78
2018-10-22,228.62,178.84,260.95,1789.3,19.75,118.28,10.7,11.77,1261.3,1108.5,2755.88
2018-10-23,229.05,181.78,294.14,1768.7,19.44,116.88,10.7,11.76,1273.5,1126.1,2740.69
2018-10-24,218.71,170.21,288.5,1664.2,18.4,112.48,10.73,11.79,1267.6,1111.5,2656.1
2018-10-25,222.24,172.63,314.86,1782.17,20.21,116.62,10.7,11.76,1269.0,1087.1,2705.57
2018-10-26,213.15,166.76,330.9,1642.81,18.51,114.19,10.72,11.78,1272.3,1091.6,2658.69
2018-10-29,211.5,164.23,334.85,1538.88,17.86,113.3,10.72,11.78,1263.7,1076.7,2641.25
2018-10-30,221.01,168.5,329.9,1530.42,18.83,114.25,10.65,11.74,1261.5,1063.1,2682.63
2018-10-31,223.49,181.04,337.32,1598.01,19.81,116.94,10.63,11.72,1250.8,1066.0,2711.74
2018-11-01,229.88,183.73,344.28,1665.53,20.52,116.71,10.64,11.73,1274.8,1080.1,2740.37
2018-11-02,220.77,178.78,346.41,1665.53,20.89,116.31,10.6,11.7,1269.9,1102.7,2723.06
2018-11-05,220.09,180.41,341.4,1627.8,20.46,116.58,10.62,11.71,1269.0,1119.0,2738.31
2018-11-06,228.25,177.37,341.06,1642.81,20.51,105.27,10.63,11.72,1263.0,1101.2,2755.45
2018-11-07,234.4,190.83,348.16,1755.49,21.78,108.68,10.64,11.74,1265.4,1118.0,2813.89
2018-11-08,240.25,186.16,351.4,1754.91,21.66,107.52,10.63,11.73,1262.0,1110.7,2806.83
2018-11-09,238.99,177.59,350.51,1712.43,20.75,107.21,10.65,11.73,1245.0,1099.5,2781.01
2018-11-12,223.63,172.37,331.28,1636.85,20.13,106.24,10.67,11.75,1239.6,1083.9,2726.22
2018-11-13,224.83,168.67,338.73,1631.17,19.96,105.42,10.64,11.71,1237.5,1096.7,2722.18
2018-11-14,226.2,167.38,344.0,1599.01,19.76,105.5,10.61,11.69,1246.2,1110.5,2701.58
2018-11-15,236.34,172.97,348.44,1619.44,20.76,105.89,10.59,11.64,1251.7,1137.6,2730.2
2018-11-16,237.61,171.09,354.31,1593.41,21.79,104.72,10.61,11.67,1259.0,1158.9,2736.27
2018-11-19,229.13,156.8,353.47,1512.29,21.53,101.16,10.6,11.65,1261.6,1146.2,2690.73
2018-11-20,227.71,157.24,347.49,1495.46,20.66,98.41,10.58,11.62,1257.5,1125.0,2641.89
2018-11-21,230.0,159.14,338.19,1516.73,21.97,100.2,10.59,11.63,1264.7,1129.3,2649.93
2018-11-23,229.9,160.63,325.83,1502.06,22.51,98.95,10.59,11.64,1272.1,1101.9,2632.56
2018-11-26,235.31,167.26,346.0,1581.33,23.17,98.91,10.58,11.63,1259.7,1126.0,2673.45
2018-11-27,235.83,165.74,343.92,1581.42,23.25,98.69,10.57,11.61,1250.4,1126.5,2682.17
2018-11-28,235.22,177.87,347.87,1677.75,24.0,102.44,10.56,11.61,1260.2,1156.1,2743.79
2018-11-29,235.78,179.1,341.17,1673.57,23.7,101.77,10.52,11.61,1273.0,1157.7,2737.76
2018-11-30,237.41,185.27,350.48,1690.17,23.88,105.87,10.53,11.61,1256.5,1147.2,2760.17
2018-12-03,242.07,188.09,358.49,1772.36,24.17,104.65,10.57,11.65,1282.4,1162.4,2790.37
2018-12-04,232.04,180.85,359.7,1668.4,22.62,103.09,10.6,11.67,1277.4,1181.0,2700.06
2018-12-06,227.24,187.6,363.06,1699.19,21.87,100.72,10.59,11.66,1286.5,1156.9,2695.95
2018-12-07,228.56,182.38,357.96,1629.13,21.67,98.64,10.6,11.69,1295.8,1171.35,2633.08
2018-12-10,239.25,184.9,365.15,1641.03,21.11,99.38,10.59,11.68,1292.0,1164.85,2637.72
2018-12-11,246.84,183.42,366.76,1643.24,21.2,98.79,10.59,11.68,1290.1,1176.0,2636.78
2018-12-12,254.98,187.64,366.6,1663.54,21.7,99.99,10.59,11.69,1281.0,1192.3,2651.07
2018-12-13,258.3,188.15,376.79,1658.38,21.55,97.91,10.6,11.71,1278.4,1191.8,2650.54
2018-12-14,254.83,181.98,365.71,1591.91,20.1,96.63,10.61,11.73,1272.2,1169.65,2599.95
2018-12-17,254.13,171.47,348.42,1520.91,19.22,94.79,10.63,11.74,1282.6,1188.0,2545.94
2018-12-18,249.67,173.57,337.03,1551.48,19.09,96.01,10.65,11.76,1284.0,1176.0,2546.16
2018-12-19,243.89,174.04,332.97,1495.08,19.2,96.2,10.68,11.79,1286.8,1195.0,2506.96
2018-12-20,241.89,169.92,315.38,1460.83,18.15,95.66,10.63,11.73,1310.4,1188.45,2467.42
2018-12-21,244.91,162.0,319.77,1377.45,17.16,93.93,10.6,11.71,1288.6,1158.9,2416.62
2018-12-24,233.8,158.92,295.39,1343.96,16.94,91.79,10.62,11.72,1302.4,1172.8,2351.1
2018-12-26,248.14,169.51,326.09,1470.9,18.44,95.51,10.59,11.68,1303.7,1190.1,2467.7
2018-12-27,250.85,178.2,316.13,1461.64,18.54,95.86,10.61,11.7,1311.9,1196.0,2488.83
2018-12-28,253.59,180.33,333.87,1478.02,18.7,95.13,10.57,11.7,1313.7,1185.2,2485.74
2018-12-31,254.28,178.05,332.8,1501.97,18.45,96.25,10.6,11.72,1312.5,1197.5,2506.85
2019-01-02,253.51,178.32,310.12,1539.13,18.98,95.08,10.62,11.74,1327.2,1195.0,2510.03
2019-01-03,230.96,169.12,300.36,1500.28,18.12,93.65,10.67,11.79,1338.0,1202.0,2447.89
2019-01-04,233.23,179.23,317.69,1575.39,19.2,96.88,10.62,11.75,1329.2,1240.45,2531.94
2019-01-07,237.98,186.67,334.96,1629.51,19.06,97.15,10.64,11.77,1333.4,1239.4,2549.69
2019-01-08,236.07,188.11,335.35,1656.58,19.42,98.36,10.64,11.78,1317.4,1268.4,2574.41
2019-01-09,246.28,190.47,338.53,1659.42,19.77,98.52,10.66,11.81,1323.5,1272.2,2584.96
2019-01-10,249.52,190.0,344.97,1656.22,19.76,99.12,10.65,11.8,1319.2,1274.7,2596.64
2019-01-11,250.57,191.69,347.26,1640.56,21.16,98.78,10.68,11.83,1333.2,1281.2,2596.26
2019-01-14,250.87,188.4,334.4,1617.21,20.17,98.9,10.66,11.81,1335.3,1287.4,2582.61
2019-01-15,256.49,188.35,344.43,1674.56,19.37,100.04,10.66,11.81,1319.7,1284.35,2610.3
2019-01-16,251.7,189.59,346.05,1683.78,18.7,99.37,10.67,11.82,1325.1,1321.15,2616.1
2019-01-17,255.33,186.53,347.31,1693.22,19.57,100.11,10.67,11.83,1323.6,1359.35,2635.96
2019-01-18,260.82,190.09,302.26,1696.2,19.71,101.31,10.68,11.85,1313.8,1337.35,2670.71
2019-01-22,258.29,185.7,298.92,1632.17,18.8,99.64,10.72,11.88,1314.2,1305.7,2632.9
2019-01-23,257.52,183.96,287.59,1640.02,18.71,99.81,10.72,11.89,1315.2,1313.0,2638.7
2019-01-24,263.55,185.7,291.51,1654.93,18.58,100.8,10.75,11.93,1322.9,1284.5,2642.33
2019-01-25,267.94,191.08,297.04,1670.57,18.71,101.84,10.74,11.93,1341.3,1327.1,2664.76
2019-01-28,267.62,187.94,296.38,1637.89,18.44,100.55,10.75,11.93,1347.1,1293.6,2643.85
2019-01-29,266.32,184.82,297.46,1593.88,18.65,99.9,10.78,11.95,1352.7,1308.2,2640.0
2019-01-30,270.82,194.0,308.77,1670.43,19.22,100.8,10.76,11.97,1353.2,1320.4,2681.05
2019-01-31,268.25,220.02,307.02,1718.73,19.38,100.83,10.82,12.05,1362.4,1310.65,2704.1
2019-02-01,266.81,221.51,312.21,1626.23,19.42,102.98,10.81,12.03,1347.1,1316.9,2706.53
2019-02-04,272.12,225.14,312.89,1633.31,18.76,103.42,10.8,12.03,1356.5,1330.45,2724.87
2019-02-05,270.0,228.35,321.35,1658.81,18.88,104.35,10.84,12.07,1356.9,1345.75,2737.7
2019-02-06,276.21,225.56,317.22,1640.26,19.09,103.54,10.84,12.06,1352.0,1344.9,2731.61
2019-02-07,269.09,226.96,307.51,1614.37,19.05,96.89,10.86,12.06,1351.8,1359.0,2706.05
2019-02-08,274.06,228.56,305.8,1588.22,19.42,97.53,10.87,12.07,1356.0,1378.75,2707.88
2019-02-11,275.72,229.01,312.84,1591.0,19.65,98.31,10.86,12.05,1349.4,1360.5,2709.8
2019-02-12,279.39,234.65,311.81,1638.01,20.4,99.38,10.85,12.05,1338.9,1379.05,2744.73
2019-02-13,281.32,231.97,308.17,1640.0,20.9,99.74,10.84,12.05,1352.6,1372.1,2753.03
2019-02-14,281.5,234.03,303.77,1622.65,20.58,99.46,10.86,12.06,1338.7,1393.25,2745.73
2019-02-15,281.93,234.89,307.88,1607.95,21.16,100.35,10.87,12.06,1346.8,1409.4,2775.6
2019-02-19,281.66,234.58,305.64,1627.58,21.5,99.83,10.89,12.08,1381.9,1454.2,2779.76
2019-02-20,283.42,229.5,302.56,1622.1,22.13,100.16,10.89,12.07,1384.9,1462.0,2784.7
2019-02-21,280.94,230.01,291.23,1619.44,21.35,99.6,10.86,12.04,1364.7,1443.4,2774.88
2019-02-22,276.5,235.0,294.71,1631.56,21.59,100.84,10.88,12.07,1369.9,1465.3,2792.67
2019-02-25,278.6,237.0,298.77,1633.0,21.41,99.56,10.88,12.08,1366.4,1509.55,2796.11
2019-02-26,275.0,236.21,297.86,1636.4,21.26,100.86,10.91,12.11,1365.5,1521.2,2793.9
2019-02-27,271.49,240.31,314.74,1641.09,21.92,102.06,10.84,12.07,1358.1,1490.15,2792.38
2019-02-28,275.36,239.44,319.88,1639.83,21.29,101.25,10.84,12.07,1352.8,1499.1,2784.49
2019-03-01,272.75,243.52,294.79,1671.73,23.15,101.49,10.82,12.05,1335.8,1502.8,2803.69
2019-03-04,274.89,236.97,285.36,1696.17,22.9,99.65,10.85,12.07,1323.9,1489.7,2792.81
2019-03-06,271.35,233.11,276.24,1668.95,22.33,98.85,10.86,12.07,1324.1,1493.75,2771.45
2019-03-07,265.51,233.37,276.59,1625.95,22.44,98.62,10.89,12.09,1322.3,1483.05,2748.93
2019-03-08,264.19,233.95,284.14,1620.8,22.59,98.94,10.89,12.09,1335.9,1470.9,2743.07
2019-03-11,269.06,239.86,290.92,1670.62,23.04,99.49,10.89,12.09,1327.4,1492.55,2783.3
2019-03-12,269.63,238.71,283.36,1673.1,23.2,100.44,10.93,12.13,1322.4,1496.5,2791.52
2019-03-13,271.21,240.39,288.96,1690.81,23.76,103.48,10.92,12.13,1345.7,1510.95,2810.92
2019-03-14,268.2,241.59,289.96,1686.22,23.57,103.61,10.9,12.12,1331.2,1513.9,2808.48
2019-03-15,290.29,241.89,275.43,1712.36,25.0,103.55,10.93,12.15,1338.9,1514.65,2822.48
2019-03-18,293.84,240.98,269.49,1742.15,26.1,103.33,10.94,12.15,1337.6,1537.05,2832.94
2019-03-19,299.31,241.96,267.47,1761.85,26.38,102.97,10.93,12.15,1342.9,1550.8,2832.57
2019-03-20,291.03,244.59,273.6,1797.27,27.04,101.76,10.98,12.19,1337.7,1563.4,2824.23
2019-03-21,296.8,250.95,274.02,1819.26,26.81,102.78,10.99,12.21,1343.2,1565.3,2854.88
2019-03-22,292.65,241.21,264.53,1764.77,26.4,100.37,11.05,12.26,1348.1,1520.35,2800.71
2019-03-25,292.16,241.7,260.42,1774.26,26.68,100.35,11.08,12.28,1358.2,1546.35,2798.36
2019-03-26,297.03,245.0,267.77,1783.76,27.19,100.76,11.09,12.29,1350.8,1516.6,2818.46
2019-03-27,295.97,241.37,274.83,1765.7,25.65,101.07,11.12,12.32,1346.0,1413.65,2805.37
2019-03-28,299.07,243.33,278.62,1773.42,26.48,102.7,11.09,12.31,1324.6,1328.9,2815.44
2019-03-29,300.71,246.49,279.86,1780.75,26.44,103.69,11.08,12.3,1328.0,1354.1,2834.4
2019-04-01,305.79,245.73,289.18,1814.19,27.03,104.99,11.03,12.26,1323.8,1396.4,2867.19
2019-04-02,303.05,246.82,285.88,1813.98,26.7,105.18,11.05,12.28,1325.1,1399.0,2867.24
2019-04-03,304.2,247.14,291.81,1820.7,26.66,107.6,11.03,12.26,1324.9,1374.75,2873.4
2019-04-04,302.0,237.03,267.78,1818.86,27.0,107.34,11.04,12.27,1323.8,1339.9,2879.39
2019-04-05,304.28,236.98,274.96,1837.28,27.7,109.17,11.06,12.28,1325.3,1344.7,2892.74
2019-04-08,304.48,237.21,273.2,1849.86,27.84,109.22,11.05,12.27,1331.6,1351.95,2895.77
2019-04-09,303.45,238.76,272.31,1835.84,26.84,109.23,11.08,12.3,1338.1,1360.8,2878.2
2019-04-10,307.51,243.66,276.06,1847.33,27.82,109.5,11.1,12.32,1343.6,1362.25,2888.21
2019-04-11,309.41,245.77,268.42,1844.07,27.84,110.3,11.09,12.31,1323.1,1339.7,2888.32
2019-04-12,317.03,244.3,267.7,1843.06,27.68,111.49,11.09,12.31,1313.4,1344.9,2907.41
2019-04-15,316.4,243.79,266.38,1844.87,27.3,112.45,11.1,12.33,1321.6,1335.7,2905.58
2019-04-16,318.5,239.81,273.36,1863.04,27.15,113.25,11.08,12.3,1307.3,1329.7,2907.06
2019-04-17,320.53,236.23,271.23,1864.82,26.18,114.0,11.08,12.3,1306.7,1378.85,2900.45
2019-04-18,318.62,237.4,273.26,1861.69,26.43,112.79,11.1,12.32,1306.0,1409.35,2905.03
2019-04-22,315.0,242.64,262.75,1887.31,26.6,113.39,11.08,12.29,1295.8,1370.4,2907.97
2019-04-23,315.64,243.55,263.9,1923.77,28.12,115.07,11.1,12.3,1291.2,1380.5,2933.68
2019-04-24,314.33,242.7,258.66,1901.75,26.51,116.95,11.14,12.33,1297.4,1402.9,2927.25
2019-04-25,311.82,260.69,247.63,1902.25,27.38,117.06,11.13,12.32,1309.5,1405.3,2926.17
2019-04-26,310.41,267.08,235.14,1950.63,27.22,117.93,11.16,12.34,1318.6,1456.65,2939.88
2019-04-29,312.72,271.69,241.47,1938.43,27.14,117.77,11.11,12.32,1299.4,1369.6,2943.03
2019-04-30,318.4,271.51,238.69,1926.52,27.46,118.13,11.13,12.34,1315.2,1373.45,2945.83
2019-05-01,318.9,270.4,234.01,1911.52,27.38,117.06,11.14,12.34,1313.8,1344.9,2923.73
2019-05-02,315.82,262.67,244.1,1900.82,26.4,117.0,11.1,12.29,1289.9,1349.0,2917.52
2019-05-03,315.71,268.52,255.03,1962.46,27.4,117.77,11.12,12.31,1299.2,1365.5,2945.64
2019-05-06,311.57,269.75,255.34,1950.55,27.41,118.03,11.13,12.32,1301.8,1338.0,2932.47
2019-05-07,307.29,264.81,247.06,1921.0,26.49,115.23,11.16,12.35,1315.2,1321.3,2884.05
2019-05-08,303.39,265.98,244.84,1917.77,27.05,115.78,11.13,12.32,1310.9,1312.3,2879.42
2019-05-09,304.06,270.49,241.98,1899.87,27.09,117.07,11.14,12.31,1314.6,1290.4,2870.72
2019-05-10,303.96,274.9,239.52,1889.98,27.19,119.2,11.14,12.3,1316.7,1348.0,2881.4
2019-05-13,293.38,260.12,227.01,1822.68,25.08,117.3,11.15,12.31,1330.4,1316.6,2811.87
2019-05-14,302.0,272.07,232.31,1840.12,24.87,118.71,11.15,12.31,1324.4,1331.9,2834.41
2019-05-15,304.37,273.96,231.95,1871.15,24.98,120.65,11.17,12.33,1325.6,1330.05,2850.96
2019-05-16,297.29,277.96,228.33,1907.57,24.54,122.43,11.16,12.33,1314.5,1328.4,2876.32
2019-05-17,289.89,272.99,211.03,1869.0,24.0,121.64,11.17,12.33,1303.8,1307.85,2859.53
2019-05-20,272.59,265.08,205.36,1858.97,23.22,122.16,11.15,12.31,1305.7,1326.8,2840.23
2019-05-21,275.33,271.21,205.08,1857.52,23.85,123.89,11.14,12.31,1301.6,1316.55,2864.36
2019-05-22,269.22,273.39,192.73,1859.68,23.29,123.17,11.16,12.32,1291.4,1309.7,2856.27
2019-05-23,260.09,264.79,195.49,1815.48,22.54,122.94,11.2,12.35,1313.4,1308.4,2822.24
2019-05-24,255.94,268.95,190.63,1823.28,22.62,123.9,11.18,12.33,1311.7,1327.7,2826.06
2019-05-28,254.48,266.65,188.7,1836.43,22.47,123.82,11.22,12.35,1305.1,1336.25,2802.39
2019-05-29,254.12,264.19,189.86,1819.19,22.99,123.79,11.22,12.34,1308.6,1340.1,2783.02
2019-05-30,256.62,262.6,188.22,1816.32,22.97,124.62,11.2,12.36,1314.9,1359.85,2788.86
2019-05-31,251.64,261.93,185.16,1775.07,21.43,124.87,11.25,12.4,1333.0,1324.15,2752.06
2019-06-03,253.18,248.38,178.97,1692.69,21.31,123.12,11.28,12.43,1348.9,1325.2,2744.45
2019-06-04,265.7,257.55,193.6,1729.56,21.17,126.3,11.26,12.42,1350.0,1341.8,2803.27
2019-06-05,265.72,263.25,196.59,1738.5,21.85,127.81,11.26,12.44,1354.4,1325.4,2826.15
2019-06-06,272.79,268.49,205.95,1754.36,21.33,128.32,11.26,12.44,1363.3,1342.0,2843.49
2019-06-07,274.87,274.55,204.5,1804.03,21.71,131.02,11.31,12.48,1366.8,1352.1,2873.34
2019-06-10,280.21,275.87,212.88,1860.63,22.54,132.14,11.28,12.47,1350.7,1378.5,2886.73
